Time,NO2 corrected (ppm),NO2 (ppm),Ox (ppm),O3 (ppm),PM2.5 (ug-m3),WS (m/s),WD (deg),PRESS (hPa),ITEMP (degC),TEMP (degC),RH (percent)
2019-05-15 00:00:00,0.012,0.008,0.027,0.022,2.25,0.87,200.1,980.2,30.1,21.72,76.6
2019-05-15 04:00:00,0.053,0.046,0.078,0.036,2.40,0.58,89.2,978.5,30.1,18.89,77.6
2019-05-15 08:00:00,0.066,0.058,0.093,0.040,1.85,1.11,226.8,976.4,30.1,21.69,65.2
2019-05-15 12:00:00,0.033,0.027,0.053,0.029,1.03,1.08,76.3,978.0,30.1,16.97,66.9
2019-05-15 16:00:00,-0.002,-0.008,0.018,0.030,-0.42,1.84,129.8,983.3,30.0,11.94,56.5
2019-05-15 20:00:00,0.019,0.011,0.046,0.039,-0.10,1.60,107.3,989.7,30.0,9.43,55.8
2019-05-16 00:00:00,0.015,0.007,0.044,0.042,0.25,0.64,99.3,993.0,30.0,8.07,50.4
2019-05-16 04:00:00,0.014,0.007,0.040,0.037,0.36,0.23,158.2,996.0,30.0,7.10,55.2
2019-05-16 08:00:00,0.008,0.000,0.035,0.039,-0.28,2.36,77.5,998.1,30.1,14.86,33.2
2019-05-16 12:00:00,0.010,0.001,0.041,0.044,-0.63,2.39,67.0,997.7,30.1,21.60,20.9
2019-05-16 16:00:00,0.025,0.016,0.057,0.046,0.29,1.89,66.6,997.8,30.1,19.05,23.3
2019-05-16 20:00:00,0.018,0.010,0.048,0.042,0.67,1.24,56.9,1000.6,30.1,14.34,29.9
2019-05-17 00:00:00,0.023,0.015,0.051,0.040,1.04,0.78,30.9,1002.2,30.0,11.70,38.0
2019-05-17 04:00:00,0.010,0.004,0.028,0.027,1.42,0.64,36.1,1003.6,30.0,7.58,55.7
2019-05-17 08:00:00,0.002,-0.005,0.028,0.038,0.27,0.77,112.7,1005.5,30.1,19.34,27.9
2019-05-17 12:00:00,0.007,-0.002,0.037,0.044,-0.22,0.55,34.9,1004.5,30.1,25.71,17.7
2019-05-17 16:00:00,0.024,0.016,0.053,0.042,0.13,0.55,20.2,1003.8,30.1,22.38,22.1
2019-05-17 20:00:00,0.026,0.019,0.051,0.036,1.54,0.99,103.5,1006.1,30.1,13.54,43.0
2019-05-18 00:00:00,0.022,0.015,0.048,0.037,1.38,0.77,209.2,1006.7,30.0,11.63,48.1
2019-05-18 04:00:00,0.023,0.015,0.050,0.040,1.19,0.96,182.3,1005.7,30.1,11.95,50.1
2019-05-18 08:00:00,0.044,0.035,0.074,0.044,1.18,1.74,224.2,1004.8,30.1,14.28,46.5
2019-05-18 12:00:00,0.046,0.039,0.073,0.038,1.36,1.20,148.9,1002.4,30.1,14.35,65.4
2019-05-18 16:00:00,0.035,0.028,0.059,0.034,1.38,1.06,135.0,998.4,30.1,15.57,71.8
2019-05-18 20:00:00,0.028,0.021,0.050,0.031,3.01,0.77,99.9,996.1,30.1,15.94,75.7
2019-05-19 00:00:00,-0.002,-0.005,0.008,0.016,2.40,0.69,43.5,994.5,30.1,13.41,79.0
2019-05-19 04:00:00,0.014,0.010,0.029,0.022,1.37,0.64,216.8,993.7,30.1,16.42,77.8
2019-05-19 08:00:00,0.025,0.020,0.044,0.027,0.97,0.82,224.7,993.5,30.1,22.04,67.0
2019-05-19 12:00:00,0.052,0.044,0.078,0.038,1.03,2.09,228.8,991.5,30.1,28.69,51.2
