Time,NO2 corrected (ppm),NO2 (ppm),Ox (ppm),O3 (ppm),PM2.5 (ug-m3),WS (m/s),WD (deg),PRESS (hPa),ITEMP (degC),TEMP (degC),RH (percent)
2019-04-22 00:00:00,0.019,0.014,0.033,0.023,1.04,1.06,46.9,1001.4,30.1,18.19,70.0
2019-04-23 00:00:00,0.041,0.035,0.064,0.033,1.20,0.64,66.7,996.5,30.1,22.62,53.4
2019-04-24 00:00:00,0.021,0.015,0.041,0.030,1.53,1.13,67.1,992.2,30.1,18.68,54.0
2019-04-25 00:00:00,0.030,0.023,0.054,0.034,1.09,0.31,96.3,997.4,30.1,18.32,45.9
2019-04-26 00:00:00,0.033,0.027,0.055,0.031,0.81,0.89,181.6,988.2,30.1,15.82,72.2
2019-04-27 00:00:00,0.014,0.008,0.036,0.032,0.30,0.89,108.4,984.7,30.0,11.64,60.0
2019-04-28 00:00:00,0.007,0.003,0.023,0.024,1.05,0.48,50.1,1000.4,30.0,9.03,72.3
2019-04-29 00:00:00,0.002,-0.005,0.045,0.031,0.51,0.26,73.4,1010.7,30.1,13.25,49.8
2019-04-30 00:00:00,0.001,-0.005,0.025,0.031,0.91,0.20,71.0,1008.1,30.1,12.95,70.5
2019-05-01 00:00:00,-0.002,-0.007,0.017,0.027,1.63,0.46,150.3,1012.1,30.1,13.59,65.6
2019-05-02 00:00:00,0.000,-0.006,0.020,0.028,1.28,0.37,133.4,1004.1,30.1,19.55,65.3
2019-05-03 00:00:00,0.001,-0.005,0.023,0.031,3.99,0.93,222.1,1002.6,30.1,15.44,73.0
2019-05-04 00:00:00,0.001,-0.003,0.016,0.021,1.50,0.48,63.2,995.7,30.1,21.36,68.0
2019-05-05 00:00:00,0.001,-0.004,0.017,0.024,1.12,0.19,48.0,994.8,30.1,18.18,75.1
2019-05-06 00:00:00,0.001,-0.005,0.021,0.028,0.69,0.52,91.7,998.9,30.1,20.31,59.1
2019-05-07 00:00:00,0.003,-0.003,0.028,0.035,1.77,0.62,230.6,1004.2,30.1,21.03,62.8
2019-05-08 00:00:00,0.001,-0.005,0.023,0.032,1.00,1.13,48.9,1007.1,30.1,19.73,53.0
2019-05-09 00:00:00,0.003,-0.005,0.031,0.040,1.29,0.74,179.9,1010.0,30.1,15.97,43.5
2019-05-10 00:00:00,0.003,-0.004,0.026,0.033,1.69,0.71,213.3,1001.0,30.1,18.91,67.8
2019-05-11 00:00:00,0.001,-0.005,0.023,0.031,1.24,1.51,54.8,1000.1,30.1,18.68,52.3
2019-05-12 00:00:00,0.001,-0.006,0.025,0.035,1.06,0.73,350.4,999.4,30.0,10.19,72.7
2019-05-13 00:00:00,0.001,-0.005,0.024,0.032,0.20,0.08,340.4,995.7,30.0,11.34,69.7
2019-05-14 00:00:00,0.000,-0.005,0.017,0.024,-0.07,0.33,37.2,993.8,30.0,12.08,68.5
2019-05-15 00:00:00,0.001,-0.005,0.021,0.029,0.13,1.03,58.0,993.7,30.1,16.88,57.6
2019-05-16 00:00:00,0.002,-0.005,0.023,0.031,0.75,0.80,57.7,994.5,30.1,19.69,54.4
2019-05-17 00:00:00,0.004,-0.002,0.022,0.026,1.99,0.03,252.2,992.5,30.1,20.61,62.7
2019-05-18 00:00:00,0.002,-0.004,0.023,0.031,1.25,0.89,62.4,998.6,30.1,21.71,47.4
2019-05-19 00:00:00,0.007,0.000,0.032,0.036,2.72,0.86,185.3,999.7,30.1,25.32,58.4
2019-05-20 00:00:00,0.005,0.000,0.024,0.027,2.25,0.23,236.5,992.6,30.1,26.85,66.3
2019-05-21 00:00:00,0.001,-0.005,0.023,0.031,0.20,1.94,59.1,996.9,30.1,20.05,45.2
2019-05-22 00:00:00,0.001,-0.005,0.022,0.030,0.85,0.95,44.0,1006.2,30.1,19.98,46.4
