Time,NO2 corrected (ppm),NO2 (ppm),Ox (ppm),O3 (ppm),PM2.5 (ug-m3),WS (m/s),WD (deg),PRESS (hPa),ITEMP (degC),TEMP (degC),RH (percent)
2019-04-26 08:00:00,0.012,-0.043,0.043,0.046,1.63,2.13,48.4,1008.2,30.0,4.14,31.6
2019-04-26 10:00:00,0.006,-0.051,0.039,0.048,0.84,2.35,48.5,1009.2,30.0,9.25,22.8
2019-04-26 12:00:00,0.010,-0.050,0.045,0.050,0.84,2.33,53.3,1009.3,30.1,11.64,19.0
2019-04-26 14:00:00,0.014,-0.046,0.050,0.051,0.47,2.18,51.6,1008.3,30.1,12.99,18.8
2019-04-26 16:00:00,0.011,-0.049,0.047,0.051,0.24,2.27,55.4,1008.2,30.1,11.29,20.4
2019-04-26 18:00:00,0.012,-0.045,0.045,0.048,0.75,1.12,40.3,1009.3,30.0,7.30,24.8
2019-04-26 20:00:00,0.022,-0.021,0.047,0.036,0.98,0.50,294.2,1010.7,30.0,3.77,38.1
2019-04-26 22:00:00,0.008,-0.035,0.033,0.036,0.99,0.61,13.8,1011.8,30.0,1.40,42.2
2019-04-27 00:00:00,0.011,-0.043,0.042,0.045,1.14,1.38,49.9,1012.7,30.0,1.89,36.5
2019-04-27 02:00:00,0.015,-0.034,0.044,0.041,1.51,1.09,48.7,1013.4,30.0,0.68,41.8
2019-04-27 04:00:00,0.018,-0.018,0.039,0.030,1.73,0.58,21.7,1014.4,30.0,-1.52,56.0
2019-04-27 06:00:00,0.015,-0.015,0.033,0.025,2.27,0.84,44.8,1016.0,30.0,-2.01,60.6
2019-04-27 08:00:00,0.002,-0.041,0.028,0.036,2.02,1.01,80.0,1017.1,30.0,4.98,38.2
2019-04-27 10:00:00,0.004,-0.053,0.039,0.048,0.53,0.10,181.8,1017.5,26.9,12.53,19.4
2019-04-27 12:00:00,0.128,0.122,0.306,0.011,10.04,1.12,258.6,1016.7,28.7,15.27,16.3
2019-04-27 14:00:00,0.061,0.060,0.026,0.002,0.14,1.30,220.7,1015.6,30.1,16.64,15.9
2019-04-27 16:00:00,0.100,0.069,0.053,0.026,0.37,1.00,174.0,1014.7,30.1,14.75,18.1
2019-04-27 18:00:00,-0.011,-0.089,0.042,0.079,1.96,0.17,89.9,1014.5,30.0,10.00,27.3
2019-04-27 20:00:00,0.007,-0.001,0.035,0.040,2.58,0.04,335.5,1015.2,30.0,6.37,38.8
2019-04-27 22:00:00,0.017,0.009,0.044,0.038,3.21,0.47,102.5,1015.3,30.0,3.82,52.7
2019-04-28 00:00:00,0.010,0.002,0.035,0.036,3.14,0.50,80.0,1015.0,30.0,2.04,59.8
2019-04-28 02:00:00,0.002,-0.004,0.022,0.028,3.80,0.04,64.7,1014.3,30.0,0.94,65.0
2019-04-28 04:00:00,-0.004,-0.009,0.011,0.022,3.55,0.46,296.8,1014.0,30.0,-0.04,68.3
2019-04-28 06:00:00,-0.005,-0.009,0.005,0.016,4.06,0.13,28.9,1014.2,30.0,0.00,70.4
2019-04-28 08:00:00,0.014,0.008,0.033,0.028,3.76,0.63,169.7,1014.4,30.0,7.07,55.1
2019-04-28 10:00:00,0.004,-0.003,0.028,0.036,2.99,2.29,242.5,1013.0,30.1,13.38,34.3
2019-04-28 12:00:00,0.022,0.015,0.046,0.035,3.86,2.18,232.7,1010.8,30.1,16.91,30.7
2019-04-28 14:00:00,0.023,0.014,0.051,0.040,3.31,1.93,226.0,1008.4,30.1,18.24,29.5
2019-04-28 16:00:00,0.016,0.007,0.047,0.045,3.03,0.53,171.7,1007.0,30.1,15.92,31.2
2019-04-28 18:00:00,0.028,0.019,0.060,0.045,3.31,1.37,105.2,1006.9,30.1,12.52,36.5
2019-04-28 20:00:00,0.035,0.026,0.064,0.041,2.46,1.02,119.6,1007.5,30.1,10.69,47.9
2019-04-28 22:00:00,0.031,0.024,0.059,0.039,2.49,1.05,194.4,1007.1,30.0,9.57,54.2
2019-04-29 00:00:00,0.026,0.019,0.051,0.036,2.86,0.79,199.9,1006.1,30.0,9.47,57.2
2019-04-29 02:00:00,0.025,0.019,0.047,0.032,3.10,0.51,142.3,1004.7,30.0,9.56,59.2
2019-04-29 04:00:00,0.018,0.012,0.036,0.027,3.88,0.70,101.0,1003.5,30.0,9.20,62.3
2019-04-29 06:00:00,0.013,0.009,0.027,0.019,5.10,0.58,75.1,1003.1,30.0,9.05,64.4
2019-04-29 08:00:00,0.022,0.018,0.035,0.019,4.82,0.65,87.9,1002.8,30.0,10.48,65.5
2019-04-29 10:00:00,0.032,0.028,0.046,0.021,4.15,0.59,119.5,1002.9,30.1,11.90,69.8
2019-04-29 12:00:00,0.030,0.025,0.044,0.021,4.47,0.48,157.6,1002.3,30.1,13.31,70.5
2019-04-29 14:00:00,0.026,0.022,0.041,0.021,4.75,0.36,150.0,1001.8,30.1,14.37,71.9
2019-04-29 16:00:00,0.032,0.027,0.050,0.026,3.54,0.65,62.3,1001.5,30.1,16.64,67.7
2019-04-29 18:00:00,0.006,0.003,0.019,0.018,2.98,0.25,328.1,1002.5,30.1,15.21,72.4
2019-04-29 20:00:00,-0.006,-0.008,-0.004,0.010,3.22,0.45,298.7,1003.6,30.1,13.60,74.5
2019-04-29 22:00:00,-0.005,-0.006,-0.013,0.007,3.34,0.42,320.6,1004.0,30.1,12.78,76.0
2019-04-30 00:00:00,-0.003,-0.004,-0.022,0.004,2.86,0.45,291.7,1003.8,30.0,11.60,77.2
2019-04-30 02:00:00,-0.004,-0.005,-0.016,0.005,7.42,0.08,189.0,1003.4,30.1,11.58,77.7
2019-04-30 04:00:00,-0.003,-0.004,-0.021,0.004,8.63,0.53,14.8,1003.0,30.0,11.22,78.5
2019-04-30 06:00:00,-0.002,-0.002,-0.021,0.003,9.27,0.32,99.1,1003.3,30.0,11.39,77.2
2019-04-30 08:00:00,0.004,0.002,0.004,0.009,10.28,0.60,157.9,1003.1,30.1,13.88,71.9
2019-04-30 10:00:00,0.028,0.023,0.047,0.027,8.81,1.42,193.9,1001.9,30.1,19.37,55.7
2019-04-30 12:00:00,0.052,0.043,0.084,0.045,2.34,2.20,137.2,999.9,30.1,23.51,40.8
2019-04-30 14:00:00,0.057,0.047,0.091,0.049,2.32,2.57,133.4,997.7,30.1,24.52,37.5
2019-04-30 16:00:00,0.059,0.049,0.094,0.050,2.89,2.29,117.1,996.2,30.1,23.33,37.0
2019-04-30 18:00:00,0.062,0.053,0.096,0.048,3.49,1.68,148.7,996.1,30.1,19.99,43.8
2019-04-30 20:00:00,0.060,0.051,0.092,0.046,4.10,1.12,239.7,996.2,30.1,17.91,49.4
2019-04-30 22:00:00,0.052,0.043,0.083,0.045,3.42,0.52,163.3,995.2,30.1,16.40,51.7
2019-04-31 00:00:00,0.055,0.047,0.086,0.044,2.95,1.60,106.6,993.8,30.1,15.70,54.9
2019-04-31 02:00:00,0.055,0.048,0.083,0.039,3.33,1.05,115.5,992.2,30.1,14.85,64.7
2019-04-31 04:00:00,0.046,0.039,0.072,0.037,2.88,1.08,123.8,990.4,30.1,14.66,70.3
2019-04-31 06:00:00,0.049,0.042,0.074,0.036,12.44,1.26,157.7,989.5,30.1,15.31,69.8
2019-04-31 08:00:00,0.047,0.040,0.071,0.034,23.07,1.22,238.9,988.8,30.1,17.59,62.2
2019-04-31 10:00:00,0.047,0.041,0.070,0.033,9.69,0.76,228.4,988.5,30.1,16.73,71.3
2019-04-31 12:00:00,0.026,0.021,0.046,0.029,7.99,0.62,103.3,988.4,30.1,15.60,74.9
2019-04-31 14:00:00,0.007,0.002,0.027,0.028,0.76,1.66,55.6,990.1,30.0,9.59,74.4
2019-04-31 16:00:00,0.022,0.015,0.045,0.033,0.99,1.20,68.9,991.1,30.0,9.53,71.2
2019-04-31 18:00:00,0.001,-0.006,0.026,0.037,1.03,1.64,58.6,992.6,30.0,8.47,62.1
2019-04-31 20:00:00,0.007,0.000,0.033,0.036,1.20,1.37,61.9,993.9,30.0,7.52,59.2
2019-04-31 22:00:00,0.011,0.004,0.037,0.037,1.38,1.50,61.7,994.8,30.0,6.59,60.1
2019-05-01 00:00:00,0.000,-0.008,0.026,0.038,1.59,1.55,88.6,996.2,30.0,5.05,56.4
2019-05-01 02:00:00,0.003,-0.004,0.029,0.037,1.61,1.71,122.7,997.1,30.0,3.83,54.6
2019-05-01 04:00:00,0.003,-0.005,0.028,0.036,1.71,1.53,143.4,998.9,30.0,2.78,56.1
2019-05-01 06:00:00,0.002,-0.005,0.028,0.037,1.83,1.59,101.1,1001.1,30.0,2.50,55.2
2019-05-01 08:00:00,0.007,-0.001,0.033,0.037,1.71,1.99,64.0,1003.1,30.0,4.82,49.7
2019-05-01 10:00:00,0.002,-0.006,0.031,0.041,1.63,2.60,55.4,1004.6,30.0,7.47,39.3
2019-05-01 12:00:00,0.001,-0.008,0.031,0.043,1.47,3.13,60.8,1005.5,30.0,9.36,30.8
2019-05-01 14:00:00,0.004,-0.006,0.036,0.046,0.57,2.70,62.2,1005.9,30.1,10.60,26.9
2019-05-01 16:00:00,0.002,-0.008,0.034,0.047,0.08,1.99,63.3,1006.6,30.1,11.38,23.3
2019-05-01 18:00:00,0.012,0.003,0.042,0.044,0.68,0.76,24.8,1008.4,30.0,7.27,29.4
2019-05-01 20:00:00,0.008,0.001,0.031,0.033,1.73,0.72,288.3,1010.5,30.0,3.57,43.7
2019-05-01 22:00:00,0.000,-0.006,0.020,0.029,2.68,0.50,313.5,1011.9,30.0,0.75,53.1
2019-05-02 00:00:00,-0.006,-0.011,0.013,0.027,2.00,0.55,293.7,1012.3,30.0,-0.44,58.2
2019-05-02 02:00:00,-0.008,-0.013,0.010,0.026,1.80,0.49,296.2,1012.2,30.0,-1.54,62.3
2019-05-02 04:00:00,-0.008,-0.013,0.007,0.023,1.97,0.42,303.3,1012.9,30.0,-2.58,67.2
2019-05-02 06:00:00,-0.009,-0.012,0.002,0.019,2.56,0.22,18.7,1013.9,30.0,-1.87,68.3
2019-05-02 08:00:00,0.004,-0.002,0.023,0.028,2.47,0.49,214.7,1013.8,30.0,5.59,48.5
2019-05-02 10:00:00,0.012,0.005,0.039,0.038,1.57,1.80,216.7,1012.9,30.1,13.12,34.2
2019-05-02 12:00:00,0.019,0.010,0.049,0.044,1.86,2.20,213.5,1011.1,30.1,15.90,28.5
2019-05-02 14:00:00,0.018,0.009,0.052,0.048,2.01,2.12,208.9,1009.2,30.1,16.07,28.1
2019-05-02 16:00:00,0.012,0.002,0.046,0.048,1.79,1.62,148.0,1008.1,30.1,12.93,31.3
2019-05-02 18:00:00,0.020,0.010,0.052,0.047,2.27,0.91,173.9,1007.1,30.0,10.19,35.2
2019-05-02 20:00:00,0.046,0.037,0.077,0.044,2.59,1.03,158.9,1006.6,30.0,9.15,48.4
2019-05-02 22:00:00,0.036,0.027,0.066,0.043,2.94,0.70,170.8,1004.4,30.0,8.31,56.1
2019-05-03 00:00:00,0.032,0.024,0.060,0.041,3.37,0.52,59.0,1002.6,30.0,8.22,60.0
2019-05-03 02:00:00,0.023,0.015,0.050,0.039,2.88,1.18,49.1,1000.7,30.0,7.47,62.3
2019-05-03 04:00:00,0.018,0.011,0.045,0.038,3.04,1.33,50.7,999.3,30.0,6.83,62.7
2019-05-03 06:00:00,0.019,0.011,0.045,0.038,2.96,1.01,56.1,998.8,30.0,6.97,63.0
2019-05-03 08:00:00,0.020,0.012,0.048,0.040,2.64,1.58,63.4,998.4,30.1,11.39,49.9
2019-05-03 10:00:00,0.019,0.011,0.050,0.043,2.52,1.29,73.0,997.4,30.1,18.95,32.4
2019-05-03 12:00:00,0.015,0.006,0.048,0.046,2.54,2.19,248.2,995.7,30.1,23.64,24.2
2019-05-03 14:00:00,0.014,0.004,0.049,0.050,2.38,2.53,79.8,995.0,30.1,23.95,20.0
2019-05-03 16:00:00,0.011,0.001,0.047,0.052,2.17,2.24,148.6,995.8,30.1,22.62,19.4
2019-05-03 18:00:00,0.026,0.015,0.063,0.053,2.11,1.88,121.7,998.5,30.1,17.61,23.2
2019-05-03 20:00:00,0.030,0.022,0.060,0.043,2.61,1.67,59.7,1002.8,30.0,11.57,40.2
2019-05-03 22:00:00,-0.006,-0.016,0.025,0.049,2.82,1.25,121.7,1005.5,30.0,9.94,28.7
2019-05-04 00:00:00,0.018,0.010,0.044,0.039,2.31,0.80,239.5,1006.2,30.0,7.27,41.3
2019-05-04 02:00:00,0.001,-0.005,0.021,0.030,2.74,0.43,296.1,1007.0,30.0,4.28,51.2
2019-05-04 04:00:00,0.000,-0.005,0.020,0.028,2.92,0.50,291.0,1008.5,30.0,2.61,56.7
2019-05-04 06:00:00,-0.006,-0.013,0.019,0.038,2.77,1.12,52.8,1010.7,30.0,4.42,48.8
2019-05-04 08:00:00,-0.002,-0.011,0.029,0.045,2.20,1.94,74.4,1011.8,30.1,9.85,31.2
2019-05-04 10:00:00,0.000,-0.010,0.032,0.047,2.09,2.93,70.2,1011.8,30.1,13.35,24.3
2019-05-04 12:00:00,0.004,-0.005,0.038,0.048,1.64,3.03,79.2,1011.2,30.1,15.82,21.4
2019-05-04 14:00:00,-0.001,-0.011,0.034,0.051,1.13,2.79,90.1,1010.1,30.1,17.13,18.9
2019-05-04 16:00:00,0.005,-0.005,0.041,0.050,0.82,2.09,77.0,1010.6,30.1,15.90,19.2
2019-05-04 18:00:00,-0.006,-0.015,0.028,0.048,1.22,1.48,49.7,1012.0,30.0,11.87,21.1
2019-05-04 20:00:00,0.000,-0.009,0.032,0.046,1.63,1.37,52.6,1013.9,30.0,8.26,24.5
2019-05-04 22:00:00,0.004,-0.004,0.034,0.043,2.10,1.52,56.2,1015.0,30.0,5.55,32.3
2019-05-05 00:00:00,-0.002,-0.010,0.026,0.041,2.25,0.93,47.5,1015.3,30.0,3.69,35.0
2019-05-05 02:00:00,-0.001,-0.008,0.025,0.037,2.52,0.62,326.4,1015.4,30.0,3.14,38.5
2019-05-05 04:00:00,0.004,-0.003,0.025,0.033,2.72,0.72,23.7,1015.4,30.0,2.15,45.1
2019-05-05 06:00:00,0.000,-0.005,0.020,0.028,2.82,0.09,147.4,1016.4,30.0,3.68,46.2
2019-05-05 08:00:00,-0.006,-0.013,0.016,0.035,2.39,0.48,176.4,1016.3,30.0,7.80,34.5
2019-05-05 10:00:00,-0.008,-0.016,0.020,0.041,1.61,1.21,233.1,1015.8,30.1,10.33,27.4
2019-05-05 12:00:00,-0.003,-0.011,0.025,0.039,1.78,1.25,235.6,1014.8,30.1,10.56,26.5
2019-05-05 14:00:00,0.060,0.052,0.088,0.040,2.14,1.32,218.4,1013.4,30.0,7.68,49.8
2019-05-05 16:00:00,0.030,0.023,0.055,0.035,2.75,0.81,227.1,1012.3,30.0,5.76,68.9
2019-05-05 18:00:00,0.027,0.020,0.051,0.034,3.13,0.79,205.2,1011.3,30.0,4.75,72.8
2019-05-05 20:00:00,0.023,0.016,0.048,0.035,3.42,0.45,142.0,1010.5,30.0,4.86,75.0
2019-05-05 22:00:00,0.024,0.017,0.048,0.035,3.23,0.60,168.0,1009.5,30.0,4.65,77.9
2019-05-06 00:00:00,0.021,0.014,0.045,0.034,2.63,0.50,161.2,1008.2,30.0,5.08,79.5
2019-05-06 02:00:00,0.015,0.009,0.036,0.031,2.29,0.58,43.4,1006.7,30.0,5.72,80.6
2019-05-06 04:00:00,0.013,0.007,0.034,0.031,1.71,0.80,53.9,1005.9,30.0,5.01,79.7
2019-05-06 06:00:00,0.015,0.009,0.035,0.030,1.81,0.50,16.5,1006.1,30.0,6.19,78.6
2019-05-06 08:00:00,0.027,0.021,0.047,0.029,1.27,0.79,71.1,1006.2,30.1,10.18,67.9
2019-05-06 10:00:00,0.037,0.031,0.061,0.033,0.85,1.41,50.7,1005.9,30.1,17.62,53.3
2019-05-06 12:00:00,0.033,0.025,0.060,0.038,1.62,1.92,63.3,1005.5,30.1,21.90,44.4
2019-05-06 14:00:00,0.034,0.026,0.063,0.042,1.91,1.74,64.4,1005.2,30.1,22.03,41.9
2019-05-06 16:00:00,0.038,0.029,0.067,0.042,1.55,1.33,72.9,1004.9,30.1,20.87,42.7
2019-05-06 18:00:00,0.032,0.025,0.056,0.035,1.96,0.47,327.4,1005.4,30.1,17.56,50.5
2019-05-06 20:00:00,0.003,-0.001,0.017,0.020,3.51,0.63,302.4,1006.5,30.0,12.30,65.3
2019-05-06 22:00:00,-0.007,-0.010,0.000,0.014,4.76,0.25,308.7,1007.4,30.0,9.16,72.8
2019-05-07 00:00:00,-0.007,-0.008,-0.012,0.010,5.72,0.42,37.3,1007.8,30.0,7.52,76.6
2019-05-07 02:00:00,-0.007,-0.010,-0.017,0.011,4.37,0.38,335.9,1008.2,30.0,6.30,79.8
2019-05-07 04:00:00,-0.007,-0.009,-0.016,0.010,4.03,0.59,17.7,1008.2,30.0,4.88,79.5
2019-05-07 06:00:00,-0.004,-0.006,-0.010,0.009,3.66,0.18,355.3,1008.6,30.0,5.46,77.3
2019-05-07 08:00:00,0.012,0.008,0.025,0.019,3.29,0.72,114.0,1009.2,30.1,13.37,60.1
2019-05-07 10:00:00,0.036,0.028,0.062,0.037,1.54,1.20,161.1,1008.6,30.1,23.85,38.5
2019-05-07 12:00:00,0.049,0.040,0.080,0.044,1.28,1.64,217.3,1006.6,30.1,28.13,32.0
2019-05-07 14:00:00,0.053,0.043,0.085,0.046,2.27,1.45,224.8,1004.5,30.1,28.41,31.3
2019-05-07 16:00:00,0.056,0.047,0.089,0.046,3.28,1.52,236.1,1003.2,30.1,25.31,34.9
2019-05-07 18:00:00,0.060,0.050,0.094,0.049,3.19,0.83,91.2,1003.2,30.1,20.48,43.2
2019-05-07 20:00:00,0.052,0.043,0.083,0.045,3.37,1.00,88.7,1004.0,30.1,17.57,50.0
2019-05-07 22:00:00,0.055,0.047,0.086,0.044,4.03,0.75,110.1,1003.3,30.1,16.84,54.5
2019-05-08 00:00:00,0.053,0.044,0.083,0.043,4.03,0.66,131.0,1001.5,30.1,16.47,57.1
2019-05-08 02:00:00,0.053,0.045,0.078,0.036,4.70,0.10,280.5,1000.6,30.1,14.51,73.1
2019-05-08 04:00:00,0.053,0.045,0.083,0.042,4.73,0.94,180.0,998.2,30.1,13.49,79.6
2019-05-08 06:00:00,0.051,0.043,0.080,0.041,2.18,0.93,212.9,996.7,30.1,13.81,79.8
2019-05-08 08:00:00,0.043,0.035,0.068,0.036,1.82,0.10,302.2,995.6,30.1,14.97,77.7
2019-05-08 10:00:00,0.041,0.034,0.065,0.034,2.41,0.61,210.4,994.5,30.1,16.86,74.3
2019-05-08 12:00:00,0.039,0.032,0.062,0.034,5.40,0.99,230.5,992.9,30.1,17.90,73.0
2019-05-08 14:00:00,0.037,0.031,0.059,0.031,9.17,0.60,193.5,991.4,30.1,20.38,68.2
2019-05-08 16:00:00,0.024,0.019,0.042,0.026,3.12,1.57,69.0,990.4,30.1,18.98,66.3
2019-05-08 18:00:00,0.018,0.013,0.036,0.026,4.94,1.35,67.7,991.3,30.1,14.95,71.7
2019-05-08 20:00:00,0.014,0.009,0.033,0.026,5.19,1.14,59.7,992.2,30.1,12.44,74.4
2019-05-08 22:00:00,0.011,0.006,0.028,0.024,4.21,0.86,66.6,992.7,30.0,11.46,75.5
2019-05-09 00:00:00,0.007,0.003,0.023,0.023,3.20,0.89,80.3,992.3,30.0,10.54,77.5
2019-05-09 02:00:00,0.000,-0.003,0.013,0.019,2.87,0.53,78.1,991.4,30.0,10.10,78.5
2019-05-09 04:00:00,-0.004,-0.007,0.008,0.017,1.54,0.64,104.4,991.1,30.0,9.54,79.6
2019-05-09 06:00:00,-0.008,-0.011,0.000,0.014,1.19,0.92,76.4,990.9,30.0,9.07,80.1
2019-05-09 08:00:00,-0.004,-0.006,0.006,0.014,1.20,0.53,192.7,990.6,30.1,11.19,75.0
2019-05-09 10:00:00,0.001,-0.003,0.013,0.018,2.24,1.64,208.9,990.0,30.1,13.46,66.5
2019-05-09 12:00:00,0.009,0.005,0.022,0.018,7.06,1.41,160.6,988.5,30.1,11.72,70.0
2019-05-09 14:00:00,0.019,0.013,0.037,0.026,4.35,1.79,123.7,986.2,30.1,11.78,69.4
2019-05-09 16:00:00,0.029,0.023,0.048,0.027,4.17,0.61,167.6,985.4,30.0,10.59,76.3
2019-05-09 18:00:00,0.022,0.017,0.039,0.025,1.44,0.44,217.2,986.3,30.0,11.46,76.5
2019-05-09 20:00:00,0.010,0.006,0.024,0.021,1.19,0.35,220.0,988.6,30.0,11.54,76.5
2019-05-09 22:00:00,0.001,-0.002,0.014,0.019,1.69,0.02,347.3,989.3,30.0,10.79,77.6
2019-05-10 00:00:00,-0.005,-0.008,0.007,0.017,1.19,0.52,210.6,989.3,30.0,9.44,78.7
2019-05-10 02:00:00,-0.008,-0.011,0.000,0.015,0.78,0.66,324.8,989.4,30.0,8.02,79.5
2019-05-10 04:00:00,-0.008,-0.011,-0.004,0.012,1.71,0.52,302.1,990.2,30.0,7.74,79.4
2019-05-10 06:00:00,-0.003,-0.005,0.002,0.013,1.60,0.32,37.7,991.6,30.0,8.81,76.8
2019-05-10 08:00:00,-0.001,-0.006,0.016,0.025,0.03,1.57,52.5,992.7,30.0,10.38,61.2
2019-05-10 10:00:00,-0.002,-0.008,0.020,0.031,-0.05,2.10,52.7,994.0,30.1,12.49,48.2
2019-05-10 12:00:00,0.007,0.001,0.031,0.034,-0.17,2.20,54.8,994.6,30.1,14.64,40.8
