Time,NO2 corrected (ppm),NO2 (ppm),Ox (ppm),O3 (ppm),PM2.5 (ug-m3),WS (m/s),WD (deg),PRESS (hPa),ITEMP (degC),TEMP (degC),RH (percent),Power (kw)
2019-05-15 02:00:00,0.000,-0.004,0.015,0.021,0.36,0.66,59.0,993.6,30.0,10.13,77.4,0.17507446
2019-05-15 04:00:00,0.001,-0.004,0.016,0.022,0.34,0.85,55.3,993.9,30.0,10.05,77.1,0.37397948
2019-05-15 06:00:00,0.001,-0.005,0.019,0.027,0.20,1.74,59.1,994.6,30.0,10.89,70.6,3.20803236
2019-05-15 08:00:00,0.001,-0.005,0.023,0.030,0.11,1.84,60.5,994.9,30.1,13.70,57.9,3.79353822
2019-05-15 10:00:00,0.002,-0.005,0.025,0.033,-0.10,2.24,61.0,994.8,30.1,18.37,45.5,6.84439476
2019-05-15 12:00:00,0.002,-0.005,0.026,0.035,-0.26,1.97,66.6,993.9,30.1,23.04,36.0,4.65575023
2019-05-15 14:00:00,0.001,-0.006,0.027,0.036,-0.64,1.65,83.9,992.8,30.1,25.13,33.8,2.73553848
2019-05-15 16:00:00,0.002,-0.005,0.028,0.036,-0.30,1.11,39.4,992.2,30.1,25.36,34.4,0.83283685
2019-05-15 18:00:00,0.002,-0.004,0.022,0.030,0.07,0.68,255.8,992.2,30.1,22.84,44.0,0.19147749
2019-05-15 20:00:00,0.001,-0.004,0.017,0.024,0.60,0.44,12.4,993.5,30.0,17.20,62.8,0.05187391
2019-05-15 22:00:00,0.002,-0.004,0.024,0.031,0.86,0.34,304.9,994.1,30.1,15.71,73.8,0.02393469
2019-05-16 00:00:00,0.000,-0.004,0.017,0.023,0.88,0.46,299.2,993.9,30.1,15.13,76.0,0.05927403
2019-05-16 02:00:00,0.000,-0.004,0.014,0.019,0.91,0.71,41.7,993.4,30.0,13.51,78.8,0.2179546
2019-05-16 04:00:00,-0.001,-0.004,0.011,0.016,0.93,0.64,37.5,993.9,30.0,11.78,79.5,0.15963603
2019-05-16 06:00:00,0.000,-0.003,0.010,0.015,0.88,0.77,64.7,995.0,30.0,12.25,78.2,0.27801176
2019-05-16 08:00:00,0.002,-0.005,0.026,0.034,0.50,1.68,75.8,995.6,30.1,19.40,57.4,2.88747904
2019-05-16 10:00:00,0.003,-0.005,0.032,0.041,0.07,1.89,63.5,995.2,30.1,23.75,42.3,4.11127387
2019-05-16 12:00:00,0.002,-0.007,0.031,0.042,-0.11,1.84,73.8,994.7,30.1,26.87,33.1,3.79353822
2019-05-16 14:00:00,0.004,-0.005,0.035,0.044,0.02,1.52,86.7,993.7,30.1,29.18,27.1,2.13856157
2019-05-16 16:00:00,0.003,-0.006,0.034,0.044,0.34,1.29,57.0,993.6,30.1,28.93,27.2,1.30725444
2019-05-16 18:00:00,0.001,-0.006,0.026,0.036,1.19,0.35,341.9,994.2,30.1,24.26,37.3,0.02610929
2019-05-16 20:00:00,0.003,-0.003,0.022,0.028,1.81,0.43,317.4,995.2,30.0,16.64,55.7,0.04841683
2019-05-16 22:00:00,0.001,-0.004,0.020,0.027,1.63,0.45,321.8,995.9,30.1,14.56,60.7,0.05549176
2019-05-17 00:00:00,0.000,-0.005,0.016,0.023,1.83,0.57,46.8,995.7,30.1,14.29,64.2,0.11277571
2019-05-17 02:00:00,0.000,-0.004,0.013,0.019,1.86,0.14,128.1,994.3,30.1,14.14,66.8,0.00167099
2019-05-17 04:00:00,0.000,-0.003,0.010,0.015,1.86,0.48,95.3,993.1,30.1,13.81,70.4,0.06734645
2019-05-17 06:00:00,0.001,-0.002,0.010,0.014,1.81,0.57,88.3,993.1,30.1,15.41,67.2,0.11277571
2019-05-17 08:00:00,0.005,0.001,0.021,0.023,1.82,0.46,182.9,992.4,30.1,22.95,51.4,0.05927403
2019-05-17 10:00:00,0.007,-0.002,0.037,0.044,1.78,0.63,264.8,991.5,30.1,28.67,40.9,0.1522694
2019-05-17 12:00:00,0.006,0.000,0.027,0.030,2.40,0.13,354.0,991.7,30.1,23.00,67.0,0.00133789
2019-05-17 14:00:00,0.006,0.000,0.028,0.031,2.43,0.68,242.4,991.0,30.1,23.57,67.0,0.19147749
2019-05-17 16:00:00,0.007,0.000,0.032,0.035,1.76,0.24,168.6,990.4,30.1,26.59,58.1,0.00841831
2019-05-17 18:00:00,0.006,0.000,0.030,0.034,1.71,0.71,263.7,990.7,30.1,25.80,58.7,0.2179546
2019-05-17 20:00:00,0.002,-0.001,0.014,0.017,2.30,0.63,275.3,992.0,30.1,20.74,72.9,0.1522694
2019-05-17 22:00:00,0.003,-0.002,0.022,0.026,2.31,0.89,49.2,993.6,30.1,18.33,67.4,0.42930013
2019-05-18 00:00:00,0.004,-0.004,0.033,0.041,1.73,0.90,49.3,995.0,30.0,16.39,56.8,0.44393412
2019-05-18 02:00:00,0.001,-0.005,0.022,0.030,2.01,0.92,45.5,995.1,30.0,13.59,69.6,0.47419228
2019-05-18 04:00:00,0.001,-0.004,0.020,0.027,2.15,0.83,47.9,996.2,30.0,12.44,73.9,0.3481972
2019-05-18 06:00:00,0.001,-0.004,0.018,0.024,1.87,0.88,52.1,998.3,30.1,13.76,69.6,0.41499132
2019-05-18 08:00:00,0.001,-0.005,0.023,0.031,0.95,1.81,62.1,999.4,30.1,20.82,45.1,3.61099361
2019-05-18 10:00:00,0.001,-0.006,0.024,0.033,0.68,2.63,63.9,1000.1,30.1,23.62,35.3,11.0779204
2019-05-18 12:00:00,0.002,-0.005,0.026,0.035,0.47,1.68,79.8,999.8,30.1,27.39,29.6,2.88747904
2019-05-18 14:00:00,0.003,-0.004,0.028,0.036,0.08,1.32,83.4,999.1,30.1,31.75,24.6,1.4005957
2019-05-18 16:00:00,0.003,-0.005,0.030,0.039,0.50,1.26,79.9,998.7,30.1,31.43,24.2,1.21815522
2019-05-18 18:00:00,0.003,-0.004,0.025,0.032,1.00,0.57,279.3,999.3,30.1,27.48,33.5,0.11277571
2019-05-18 20:00:00,0.003,-0.002,0.019,0.023,1.59,0.45,291.5,1000.4,30.1,21.82,48.9,0.05549176
2019-05-18 22:00:00,0.002,-0.002,0.013,0.017,1.99,0.44,229.2,1002.0,30.1,20.02,57.5,0.05187391
2019-05-19 00:00:00,0.002,-0.002,0.013,0.016,2.02,0.53,64.5,1001.9,30.1,16.92,67.9,0.0906606
2019-05-19 02:00:00,0.004,-0.003,0.028,0.034,2.70,0.53,146.3,1001.8,30.1,17.29,61.4,0.0906606
2019-05-19 04:00:00,0.004,-0.002,0.022,0.026,2.87,0.52,75.8,1001.9,30.1,15.37,68.8,0.08562509
2019-05-19 06:00:00,0.004,-0.001,0.021,0.025,2.80,0.66,80.4,1002.4,30.1,17.38,66.2,0.17507446
2019-05-19 08:00:00,0.005,-0.001,0.028,0.032,2.18,1.05,186.4,1001.9,30.1,23.31,55.2,0.70495094
2019-05-19 10:00:00,0.008,-0.001,0.038,0.043,2.23,1.69,210.4,1000.9,30.1,31.73,44.5,2.93934869
2019-05-19 12:00:00,0.012,0.001,0.048,0.052,2.36,1.85,203.4,999.6,30.1,35.78,39.4,3.85572615
2019-05-19 14:00:00,0.010,0.001,0.044,0.049,2.43,1.70,191.5,998.6,30.1,34.94,41.1,2.99183583
2019-05-19 16:00:00,0.009,0.000,0.042,0.046,2.48,1.81,188.4,997.1,30.1,33.06,47.6,3.61099361
2019-05-19 18:00:00,0.008,0.000,0.038,0.043,2.99,1.57,144.4,996.6,30.1,27.97,62.3,2.35662213
2019-05-19 20:00:00,0.009,0.001,0.036,0.039,3.56,1.18,219.2,996.8,30.1,25.73,70.1,1.0005459
2019-05-19 22:00:00,0.007,0.001,0.028,0.031,4.01,0.85,240.9,996.9,30.1,24.40,75.6,0.37397948
2019-05-20 00:00:00,0.005,0.000,0.023,0.026,4.01,0.68,124.7,996.3,30.1,24.13,76.6,0.19147749
2019-05-20 02:00:00,0.006,0.000,0.028,0.031,3.06,0.79,99.5,995.0,30.1,23.17,77.6,0.30024257
2019-05-20 04:00:00,0.003,-0.002,0.020,0.025,2.64,0.55,73.0,994.0,30.1,22.48,77.5,0.10131624
2019-05-20 06:00:00,0.001,-0.002,0.012,0.015,2.81,0.40,54.7,994.3,30.1,23.63,75.7,0.03897364
2019-05-20 08:00:00,0.004,0.000,0.021,0.023,2.90,0.78,237.7,993.7,30.1,26.34,70.1,0.28898467
2019-05-20 10:00:00,0.009,0.003,0.032,0.032,2.94,1.31,226.0,992.8,30.1,32.89,52.4,1.36900452
2019-05-20 12:00:00,0.009,0.002,0.034,0.036,2.32,1.42,243.5,991.8,30.1,35.18,45.4,1.74363681
2019-05-20 14:00:00,0.005,0.000,0.024,0.027,2.76,1.06,249.4,990.8,30.1,30.02,63.6,0.72528483
2019-05-20 16:00:00,0.003,-0.002,0.021,0.026,1.98,0.94,250.1,989.6,30.1,29.78,65.1,0.50579503
2019-05-20 18:00:00,0.007,0.002,0.028,0.029,0.69,1.03,250.3,989.4,30.1,28.60,62.1,0.66543045
2019-05-20 20:00:00,0.004,-0.001,0.018,0.021,0.74,0.55,344.7,990.5,30.1,24.36,70.9,0.10131624
2019-05-20 22:00:00,0.006,0.000,0.029,0.032,0.15,1.75,52.0,992.8,30.0,21.61,58.7,3.26366175
2019-05-21 00:00:00,0.004,-0.002,0.026,0.031,-0.02,1.04,60.1,993.2,30.0,19.68,58.1,0.6850007
2019-05-21 02:00:00,0.001,-0.004,0.020,0.026,0.19,1.63,57.6,993.7,30.0,17.07,60.2,2.63726523
2019-05-21 04:00:00,0.000,-0.005,0.017,0.024,0.41,1.57,57.1,994.3,30.0,16.08,58.2,2.35662213
2019-05-21 06:00:00,0.000,-0.005,0.017,0.025,-0.14,2.07,59.7,995.9,30.1,15.39,54.8,5.40134641
2019-05-21 08:00:00,0.001,-0.005,0.021,0.029,0.01,2.22,61.4,996.7,30.1,17.48,47.7,6.66269478
2019-05-21 10:00:00,0.001,-0.005,0.021,0.029,-0.29,2.73,61.1,996.7,30.1,21.91,37.6,12.3902177
2019-05-21 12:00:00,0.001,-0.005,0.023,0.032,-0.41,2.69,58.7,996.0,30.1,25.76,31.6,11.8535336
2019-05-21 14:00:00,0.001,-0.006,0.026,0.035,-0.56,2.43,58.3,996.0,30.1,27.92,28.7,8.73795525
2019-05-21 16:00:00,0.003,-0.004,0.030,0.038,0.11,2.76,59.5,997.3,30.1,25.34,29.6,12.8031915
2019-05-21 18:00:00,0.002,-0.006,0.028,0.038,0.68,2.21,62.0,999.2,30.1,21.00,36.1,6.57306332
2019-05-21 20:00:00,0.002,-0.005,0.025,0.034,0.97,1.02,55.6,1000.9,30.1,17.96,44.9,0.64623654
2019-05-21 22:00:00,0.001,-0.005,0.021,0.029,1.48,0.94,50.0,1002.7,30.0,15.05,55.0,0.50579503
2019-05-22 00:00:00,0.001,-0.004,0.017,0.023,1.25,0.46,303.3,1003.2,30.0,12.54,64.4,0.05927403
2019-05-22 02:00:00,-0.001,-0.005,0.014,0.021,1.38,0.45,348.8,1003.8,30.0,10.36,71.1,0.05549176
2019-05-22 04:00:00,0.000,-0.004,0.014,0.020,1.41,0.58,11.5,1004.4,30.0,9.75,72.8,0.11881601
2019-05-22 06:00:00,0.000,-0.005,0.018,0.025,1.29,1.35,45.6,1006.1,30.1,13.41,61.0,1.49827765
2019-05-22 08:00:00,0.001,-0.005,0.024,0.032,0.75,2.03,58.3,1007.1,30.1,20.68,41.1,5.09423657
2019-05-22 10:00:00,0.002,-0.005,0.027,0.035,0.60,2.14,56.5,1007.6,30.1,25.09,31.5,5.96804811
2019-05-22 12:00:00,0.001,-0.007,0.029,0.039,0.34,2.10,54.8,1007.2,30.1,28.28,26.3,5.6396075
2019-05-22 14:00:00,0.001,-0.007,0.029,0.040,0.15,1.74,69.4,1006.7,30.1,29.84,24.6,3.20803236
2019-05-22 16:00:00,0.002,-0.006,0.029,0.039,0.30,1.32,75.6,1006.9,30.1,29.05,25.6,1.4005957
2019-05-22 18:00:00,0.002,-0.005,0.026,0.035,0.54,0.69,11.8,1006.8,30.1,24.98,32.3,0.20004987
2019-05-22 20:00:00,0.002,-0.003,0.021,0.027,0.97,0.85,316.9,1007.1,30.1,18.92,48.6,0.37397948
2019-05-22 22:00:00,0.001,-0.003,0.016,0.022,1.15,0.51,300.4,1007.3,30.1,16.87,57.4,0.08077957
