Time,NO2 corrected (ppm),NO2 (ppm),Ox (ppm),O3 (ppm),PM2.5 (ug-m3),WS (m/s),WD (deg),PRESS (hPa),ITEMP (degC),TEMP (degC),RH (percent)
2019-05-22 04:20:00,0.001,-0.003,0.016,0.021,1.38,0.13,285.8,1004.1,30.0,10.03,71.6
2019-05-22 04:30:00,0.001,-0.003,0.015,0.021,1.34,0.07,12.4,1004.1,30.1,9.91,71.8
2019-05-22 04:40:00,0.003,-0.002,0.019,0.023,1.37,0.50,57.2,1004.1,30.0,9.97,71.2
2019-05-22 04:50:00,-0.001,-0.005,0.015,0.022,1.36,0.70,56.3,1004.2,30.0,9.98,71.8
2019-05-22 05:00:00,0.001,-0.003,0.015,0.020,1.54,0.75,62.0,1004.4,30.0,9.84,72.7
2019-05-22 05:10:00,-0.001,-0.004,0.012,0.018,1.31,0.67,62.7,1004.5,30.0,9.61,74.3
2019-05-22 05:20:00,0.000,-0.004,0.011,0.017,1.32,0.01,128.4,1004.7,30.1,9.58,74.4
2019-05-22 05:30:00,0.001,-0.003,0.013,0.017,1.30,0.40,281.7,1004.8,30.0,9.51,73.2
2019-05-22 05:40:00,-0.001,-0.005,0.011,0.018,1.56,0.50,291.5,1005.0,30.0,9.36,73.6
2019-05-22 05:50:00,0.000,-0.004,0.011,0.016,1.63,0.44,48.0,1005.1,30.0,9.35,74.6
2019-05-22 06:00:00,-0.001,-0.004,0.008,0.014,1.39,0.40,61.0,1005.4,30.0,9.41,75.8
2019-05-22 06:10:00,-0.002,-0.005,0.008,0.014,1.65,0.24,94.5,1005.6,30.1,9.64,75.3
2019-05-22 06:20:00,-0.003,-0.006,0.009,0.017,1.46,0.23,286.3,1005.8,30.0,10.05,73.2
2019-05-22 06:30:00,-0.002,-0.006,0.014,0.022,1.43,0.40,339.2,1005.8,30.0,10.67,70.0
2019-05-22 06:40:00,-0.001,-0.005,0.016,0.024,1.21,0.26,316.5,1005.9,30.0,11.51,67.0
2019-05-22 06:50:00,0.001,-0.004,0.021,0.028,1.28,1.37,37.4,1006.1,30.1,12.97,61.2
2019-05-22 07:00:00,0.000,-0.006,0.021,0.030,1.10,1.85,49.9,1006.3,30.1,14.18,56.8
2019-05-22 07:10:00,-0.002,-0.008,0.019,0.030,1.35,2.06,61.8,1006.4,30.1,15.10,54.4
2019-05-22 07:20:00,0.003,-0.003,0.024,0.030,1.23,2.07,55.9,1006.5,30.1,15.71,52.5
2019-05-22 07:30:00,0.002,-0.004,0.023,0.030,1.14,1.84,46.3,1006.6,30.1,16.54,50.4
2019-05-22 07:40:00,0.003,-0.004,0.025,0.031,1.02,1.68,48.2,1006.6,30.1,17.18,48.3
2019-05-22 07:50:00,0.005,-0.002,0.027,0.031,1.26,1.53,42.8,1006.5,30.1,17.91,46.7
2019-05-22 08:00:00,0.003,-0.003,0.025,0.031,1.13,1.57,48.1,1006.5,30.1,18.51,45.5
2019-05-22 08:10:00,0.002,-0.004,0.023,0.031,0.93,1.64,58.9,1006.7,30.1,19.16,44.4
2019-05-22 08:20:00,0.001,-0.005,0.023,0.031,0.75,1.85,69.5,1006.7,30.1,19.43,44.3
2019-05-22 08:30:00,0.003,-0.004,0.024,0.031,0.93,2.15,57.4,1006.8,30.1,19.86,43.2
2019-05-22 08:40:00,-0.002,-0.008,0.020,0.031,1.00,1.95,57.0,1006.9,30.1,20.01,42.9
2019-05-22 08:50:00,0.000,-0.006,0.022,0.032,0.71,1.93,50.0,1007.0,30.1,20.24,42.4
2019-05-22 09:00:00,-0.001,-0.008,0.021,0.032,0.82,1.83,69.1,1007.2,30.1,20.78,41.0
2019-05-22 09:10:00,0.002,-0.004,0.025,0.032,0.55,1.69,61.8,1007.3,30.1,21.31,39.7
2019-05-22 09:20:00,0.002,-0.005,0.025,0.033,0.28,1.80,63.1,1007.4,30.1,21.90,38.7
2019-05-22 09:30:00,0.001,-0.005,0.024,0.033,0.60,2.29,52.2,1007.4,30.1,22.23,37.3
2019-05-22 09:40:00,0.000,-0.007,0.023,0.034,0.67,1.95,58.0,1007.5,30.1,22.18,37.2
2019-05-22 09:50:00,0.004,-0.003,0.027,0.034,0.63,2.26,53.3,1007.6,30.1,22.54,36.4
2019-05-22 10:00:00,0.002,-0.005,0.026,0.034,0.66,1.91,55.0,1007.6,30.1,23.18,34.9
2019-05-22 10:10:00,0.002,-0.005,0.026,0.034,0.92,2.07,52.3,1007.5,30.1,23.98,33.7
2019-05-22 10:20:00,0.001,-0.006,0.025,0.034,0.47,1.77,68.0,1007.5,30.1,24.37,33.3
2019-05-22 10:30:00,0.000,-0.007,0.024,0.034,0.47,1.93,56.6,1007.7,30.1,24.58,32.8
2019-05-22 10:40:00,0.002,-0.005,0.026,0.034,0.77,2.45,53.8,1007.7,30.1,24.72,32.1
2019-05-22 10:50:00,0.000,-0.007,0.025,0.035,0.49,2.21,60.8,1007.7,30.1,24.12,32.7
2019-05-22 11:00:00,0.004,-0.003,0.028,0.035,0.44,2.25,66.8,1007.7,30.1,24.98,31.9
2019-05-22 11:10:00,0.001,-0.006,0.027,0.036,0.53,2.44,53.9,1007.7,30.1,25.08,31.1
2019-05-22 11:20:00,0.001,-0.006,0.026,0.036,0.67,1.84,42.3,1007.8,30.1,25.45,30.7
2019-05-22 11:30:00,0.002,-0.006,0.027,0.037,0.67,1.57,48.3,1007.8,30.1,26.43,29.0
2019-05-22 11:40:00,0.003,-0.004,0.030,0.038,0.56,1.15,41.5,1007.6,30.1,26.73,28.8
2019-05-22 11:50:00,0.003,-0.004,0.030,0.038,0.52,1.65,66.0,1007.6,30.1,27.51,27.5
2019-05-22 12:00:00,0.000,-0.008,0.026,0.038,0.35,1.38,43.5,1007.6,30.1,28.22,26.6
2019-05-22 12:10:00,0.000,-0.008,0.027,0.039,0.43,1.80,52.5,1007.5,30.1,27.71,26.5
2019-05-22 12:20:00,0.002,-0.006,0.029,0.040,0.34,2.17,65.9,1007.5,30.1,27.67,26.4
2019-05-22 12:30:00,0.002,-0.006,0.029,0.039,0.42,2.04,71.7,1007.4,30.1,27.81,27.6
2019-05-22 12:40:00,0.002,-0.006,0.029,0.039,0.43,2.17,58.0,1007.4,30.2,27.83,26.8
2019-05-22 12:50:00,0.002,-0.006,0.029,0.039,0.28,1.26,38.5,1007.2,30.1,28.29,26.4
2019-05-22 13:00:00,0.004,-0.004,0.031,0.039,0.34,1.40,45.8,1007.1,30.1,28.64,26.2
2019-05-22 13:10:00,0.001,-0.007,0.028,0.039,0.41,1.42,44.1,1007.1,30.2,28.39,25.8
2019-05-22 13:20:00,0.000,-0.008,0.028,0.040,0.32,2.33,46.8,1007.1,30.1,28.17,25.6
2019-05-22 13:30:00,0.000,-0.008,0.028,0.040,0.19,1.71,73.7,1007.1,30.1,28.36,26.3
2019-05-22 13:40:00,0.001,-0.007,0.028,0.039,0.56,1.46,54.8,1006.8,30.2,29.14,25.7
2019-05-22 13:50:00,0.003,-0.005,0.031,0.040,0.04,2.23,53.6,1006.8,30.1,29.12,25.4
2019-05-22 14:00:00,0.002,-0.006,0.029,0.040,0.31,1.16,41.1,1006.7,30.2,29.17,25.1
2019-05-22 14:10:00,-0.001,-0.009,0.026,0.039,0.06,1.54,60.8,1006.6,30.1,29.72,25.1
2019-05-22 14:20:00,0.004,-0.004,0.031,0.040,0.45,1.45,47.4,1006.6,30.1,29.88,24.8
2019-05-22 14:30:00,0.002,-0.006,0.030,0.040,0.28,1.66,69.1,1006.6,30.2,29.30,24.7
2019-05-22 14:40:00,-0.002,-0.009,0.026,0.040,0.21,0.89,94.0,1006.6,30.1,30.00,24.8
2019-05-22 14:50:00,0.001,-0.007,0.029,0.040,0.05,0.85,36.3,1006.8,30.1,30.35,23.9
2019-05-22 15:00:00,0.001,-0.007,0.028,0.040,-0.08,0.39,82.8,1006.7,30.2,30.64,24.1
2019-05-22 15:10:00,0.004,-0.004,0.031,0.040,0.12,1.10,91.6,1006.7,30.1,30.24,24.0
2019-05-22 15:20:00,0.001,-0.007,0.030,0.040,0.32,1.25,35.2,1006.9,30.2,29.77,24.5
2019-05-22 15:30:00,0.002,-0.006,0.030,0.040,0.03,1.01,63.2,1006.9,30.1,29.92,24.7
2019-05-22 15:40:00,0.001,-0.007,0.029,0.040,0.03,2.05,74.2,1006.7,30.1,29.62,24.6
2019-05-22 15:50:00,0.002,-0.006,0.029,0.040,0.07,0.80,111.1,1006.8,30.2,29.47,25.0
2019-05-22 16:00:00,0.001,-0.007,0.028,0.039,0.63,1.27,57.2,1007.1,30.1,29.86,25.1
2019-05-22 16:10:00,0.001,-0.007,0.029,0.039,-0.15,1.29,99.3,1006.8,30.1,29.69,25.1
2019-05-22 16:20:00,0.001,-0.007,0.029,0.040,0.11,1.05,201.2,1006.7,30.1,30.20,24.7
2019-05-22 16:30:00,0.003,-0.005,0.030,0.039,-0.01,0.77,98.0,1006.8,30.1,30.58,24.2
2019-05-22 16:40:00,0.004,-0.004,0.031,0.040,0.22,0.89,56.5,1006.9,30.2,29.64,24.8
2019-05-22 16:50:00,0.003,-0.005,0.030,0.039,0.47,0.79,82.0,1006.9,30.1,29.48,25.1
2019-05-22 17:00:00,0.001,-0.007,0.029,0.040,-0.02,1.51,55.7,1007.0,30.1,28.80,25.1
2019-05-22 17:10:00,0.002,-0.006,0.029,0.039,0.02,1.35,44.2,1007.0,30.1,28.30,26.4
2019-05-22 17:20:00,0.003,-0.004,0.030,0.038,0.52,1.26,62.6,1006.9,30.1,27.68,27.2
2019-05-22 17:30:00,0.003,-0.005,0.029,0.038,0.92,0.99,66.3,1006.9,30.1,27.89,27.3
2019-05-22 17:40:00,0.002,-0.006,0.028,0.038,0.56,1.12,63.1,1007.0,30.1,28.33,26.4
2019-05-22 17:50:00,0.003,-0.005,0.031,0.039,0.41,1.35,41.8,1006.9,30.1,28.12,26.4
2019-05-22 18:00:00,0.001,-0.007,0.028,0.038,0.28,1.21,61.1,1007.0,30.1,27.97,26.6
2019-05-22 18:10:00,0.003,-0.005,0.030,0.039,0.34,0.77,47.9,1006.9,30.1,27.63,26.5
2019-05-22 18:20:00,0.004,-0.003,0.031,0.038,0.22,0.68,9.4,1006.7,30.1,27.13,27.4
2019-05-22 18:30:00,0.002,-0.006,0.028,0.038,0.39,0.90,54.2,1006.7,30.2,26.88,27.9
2019-05-22 18:40:00,-0.001,-0.008,0.025,0.037,0.24,0.80,42.5,1006.7,30.1,26.11,29.3
2019-05-22 18:50:00,0.001,-0.006,0.026,0.036,0.42,0.57,31.0,1006.7,30.1,25.28,30.6
2019-05-22 19:00:00,0.002,-0.005,0.026,0.034,0.52,0.47,322.9,1006.8,30.1,24.78,32.1
2019-05-22 19:10:00,0.003,-0.004,0.027,0.034,0.91,0.76,37.8,1007.0,30.1,24.04,33.0
2019-05-22 19:20:00,0.001,-0.006,0.024,0.034,0.74,0.59,329.6,1007.1,30.1,23.28,35.6
2019-05-22 19:30:00,0.000,-0.006,0.022,0.030,0.68,0.75,274.7,1006.8,30.1,22.88,38.3
2019-05-22 19:40:00,0.001,-0.005,0.023,0.031,0.83,0.34,336.9,1006.8,30.1,22.13,38.9
2019-05-22 19:50:00,0.002,-0.004,0.023,0.030,0.88,0.64,313.7,1006.9,30.1,21.67,41.1
2019-05-22 20:00:00,0.004,-0.002,0.025,0.030,0.98,0.65,19.0,1006.8,30.1,20.82,42.1
2019-05-22 20:10:00,0.002,-0.003,0.023,0.029,1.14,1.40,280.6,1006.8,30.1,20.11,45.0
2019-05-22 20:20:00,0.001,-0.005,0.021,0.028,1.04,0.75,312.1,1006.7,30.1,19.39,46.2
2019-05-22 20:30:00,0.001,-0.005,0.021,0.030,0.97,0.54,333.1,1006.6,30.1,19.11,46.6
2019-05-22 20:40:00,0.001,-0.004,0.020,0.027,0.96,0.58,271.3,1006.8,30.1,19.02,48.5
2019-05-22 20:50:00,0.003,-0.002,0.022,0.026,0.99,0.83,307.4,1006.9,30.1,18.89,48.8
2019-05-22 21:00:00,0.002,-0.004,0.021,0.027,1.03,0.44,331.7,1007.2,30.1,18.75,49.0
2019-05-22 21:10:00,0.001,-0.005,0.020,0.027,1.17,0.52,346.1,1007.4,30.1,18.48,49.8
2019-05-22 21:20:00,0.004,-0.001,0.023,0.027,0.96,0.81,317.4,1007.4,30.1,18.21,50.6
2019-05-22 21:30:00,0.001,-0.004,0.019,0.026,1.15,0.19,257.3,1007.4,30.1,18.07,52.0
2019-05-22 21:40:00,0.002,-0.003,0.019,0.024,0.48,0.30,1.2,1007.3,30.1,18.05,52.6
2019-05-22 21:50:00,0.002,-0.003,0.019,0.024,0.74,0.56,295.9,1007.4,30.1,18.16,52.2
2019-05-22 22:00:00,0.002,-0.003,0.019,0.025,1.09,0.40,42.0,1007.4,30.1,18.08,52.9
2019-05-22 22:10:00,0.004,0.000,0.020,0.022,1.22,0.33,350.0,1007.2,30.0,17.65,56.7
2019-05-22 22:20:00,0.003,-0.002,0.019,0.023,1.12,0.28,269.5,1007.3,30.1,17.68,54.8
2019-05-22 22:30:00,0.003,-0.002,0.018,0.022,1.00,0.39,261.8,1007.4,30.1,17.76,54.6
2019-05-22 22:40:00,0.001,-0.003,0.017,0.022,0.93,0.47,264.3,1007.4,30.1,17.46,55.4
2019-05-22 22:50:00,0.002,-0.003,0.017,0.022,1.15,0.18,359.1,1007.4,30.1,17.02,56.5
2019-05-22 23:00:00,0.001,-0.003,0.017,0.022,1.26,0.11,350.2,1007.4,30.1,16.78,57.4
2019-05-22 23:10:00,0.000,-0.005,0.015,0.021,1.20,0.16,301.3,1007.2,30.1,16.51,58.4
2019-05-22 23:20:00,0.000,-0.004,0.015,0.021,1.27,0.50,309.6,1007.2,30.1,16.30,58.8
2019-05-22 23:30:00,-0.001,-0.005,0.014,0.021,1.14,0.25,301.7,1007.2,30.0,15.98,60.0
2019-05-22 23:40:00,-0.001,-0.005,0.013,0.021,1.18,0.27,333.4,1007.3,30.1,15.55,61.4
2019-05-22 23:50:00,0.000,-0.004,0.015,0.021,1.25,0.43,300.7,1007.3,30.1,15.60,61.3
